user_id,date_account_created,gender,modified_age,signup_method,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,Total_time_secs
7fph189wrm,01/23/2014,FEMALE,23,basic,en,remarketing,google,untracked,Web,Mac Desktop,Safari,FR,1482819
7fy2nx7c5a,01/17/2014,-unknown-,36.5,basic,en,other,other,untracked,Web,iPhone,Mobile Safari,NDF,3838027
7g06x4fyy6,01/23/2014,FEMALE,58,basic,en,content,google,omg,Web,iPad,Mobile Safari,AU,1124875
7g0m265h1v,02/09/2014,FEMALE,23,facebook,en,direct,direct,untracked,Web,Mac Desktop,Safari,other,4888481
7g3mka0a3f,01/12/2014,FEMALE,36.5,basic,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,ES,261182
7g76htw5pq,01/30/2014,FEMALE,24,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,562957
7g7n0yclt0,02/07/2014,MALE,34,facebook,en,api,other,untracked,Android,Other/Unknown,-unknown-,US,1960346
7g8n1lprm5,01/26/2014,FEMALE,23,facebook,en,api,other,untracked,Moweb,Mac Desktop,Firefox,other,429869
7ghw35lc81,01/14/2014,FEMALE,24,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,FR,9141
7githbstc0,02/06/2014,-unknown-,36.5,basic,en,sem-brand,google,linked,Web,Mac Desktop,Safari,CA,708828
7glect5d5a,02/15/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF,1110730
7glx8u66wl,01/27/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,62967
7gnj968vh7,02/12/2014,-unknown-,36.5,basic,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,223708
7gpckdtpe2,01/14/2014,FEMALE,26,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,NDF,258
7gpuvsz299,02/04/2014,MALE,29,facebook,en,api,other,untracked,iOS,Windows Desktop,Chrome,US,1234314
7gq14yzzkn,01/19/2014,-unknown-,36.5,basic,fr,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,66424
7grcx4c4nc,01/31/2014,MALE,33,basic,en,seo,facebook,untracked,Web,Windows Desktop,Chrome,NDF,849470
7gs0o3wg6d,01/07/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US,612362
7gtnyn328g,01/23/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,1589096
7gwral6hti,01/16/2014,FEMALE,59,facebook,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,1251012
7gxx9zgc77,01/13/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,NDF,953530
7h9h6hfl1a,01/15/2014,-unknown-,18,basic,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF,339028
7hcpi6rdek,01/10/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,304166
7hf6pvveq1,02/05/2014,FEMALE,45,facebook,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,2658565
7hgrtbmxw3,02/14/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,other,823056
7hi23mt47p,01/18/2014,-unknown-,36.5,basic,fr,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,197646
7hid1hvzhf,01/24/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF,247006
7hqmhptb9m,02/16/2014,FEMALE,26,facebook,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,265107
7huip0vxa2,01/31/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,187971
7i1nq9oqkh,02/06/2014,FEMALE,22,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,3141054
7i2wypo46i,01/31/2014,MALE,30,facebook,en,api,other,untracked,iOS,iPad,-unknown-,NDF,296
7i41mjpu64,02/03/2014,-unknown-,36.5,basic,ko,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF,1778311
7i6cwyiixs,02/04/2014,MALE,36.5,basic,en,seo,google,linked,Web,Windows Desktop,Chrome,CA,504005
7ibvdj5xck,02/06/2014,-unknown-,32,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,459872
7idk4js1vx,02/09/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,14516
7il203tu5j,01/10/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NL,619237
7inuprv6rs,02/04/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,538514
7iool7ycdg,02/12/2014,FEMALE,21,facebook,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,919342
7iqdjfykzq,01/17/2014,FEMALE,26,facebook,en,api,other,untracked,iOS,iPad,Mobile Safari,NDF,956
7iqzatp102,01/21/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,39337
7ite8wonme,02/08/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF,2717600
7ivlreo3gd,01/19/2014,FEMALE,36,facebook,en,seo,google,linked,Web,iPad,Mobile Safari,US,116247
7ixx6cff6x,01/26/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF,104384
7iyw9umbyj,02/06/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,1610670
7j15fyemcm,02/11/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Android Tablet,IE,NDF,525185
7j3cwk5vta,01/08/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,516905
7j3ezp0e0h,01/29/2014,MALE,43,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF,6795229
7j3mfepl9v,01/09/2014,MALE,37,basic,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF,1038061
7j7fiueart,01/21/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,257861
7jbhh5rodm,02/04/2014,FEMALE,24,facebook,en,api,other,untracked,iOS,Windows Desktop,Chrome,US,783854
7je5bvdhr1,02/14/2014,FEMALE,44,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,2219458
7jffw5ogeb,02/14/2014,FEMALE,45,basic,en,direct,direct,untracked,Moweb,iPhone,Mobile Safari,NDF,2178537
7jh6yu4cl3,02/02/2014,-unknown-,54,basic,en,sem-brand,google,omg,Web,Windows Desktop,IE,US,823971
7jhpt1weup,02/14/2014,FEMALE,55,facebook,en,direct,direct,linked,Web,Windows Desktop,IE,US,860555
7jlh8y96b9,02/13/2014,FEMALE,41,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR,5114116
7jn7a2vcrl,01/14/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,129039
7ju3nw7j2s,02/09/2014,MALE,32,basic,es,direct,direct,untracked,Web,Mac Desktop,Chrome,GB,876105
7jwmndhjb0,02/05/2014,-unknown-,36.5,basic,en,direct,direct,product,Web,Windows Desktop,IE,other,1151265
7jxkifmj7m,01/15/2014,MALE,42,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,1853268
7k5lj6suab,02/10/2014,-unknown-,36.5,basic,ko,direct,direct,untracked,Web,Windows Desktop,Chrome,other,2127375
7khpz33gbq,01/26/2014,MALE,34,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,4305746
7kkjn9v08p,01/20/2014,-unknown-,52,basic,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF,1886393
7kmzb8ovq3,01/02/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,716984
7kt0rkg7uf,02/15/2014,MALE,29,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,IT,1521123
7kuxnfmnj1,02/02/2014,-unknown-,36.5,basic,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF,1502810
7kvl1ydign,01/21/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF,1082847
7kyl13ugd6,01/06/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,iPad,Mobile Safari,NDF,7282150
7kys4m22f0,02/07/2014,-unknown-,36.5,basic,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,551194
7l228qktrs,02/14/2014,-unknown-,36.5,basic,en,direct,direct,tracked-other,Web,Windows Desktop,IE,NDF,739989
7l37vfb2jk,01/18/2014,FEMALE,36.5,facebook,en,api,other,linked,Moweb,iPhone,Mobile Safari,NDF,412813
7l4lm89bbi,01/30/2014,FEMALE,34,facebook,es,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,1284709
7l5332imes,01/11/2014,FEMALE,31,facebook,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF,4016198
7l94gtokme,02/15/2014,-unknown-,36.5,basic,en,direct,direct,omg,iOS,Mac Desktop,Firefox,NDF,292000
7lc3892xpc,01/02/2014,FEMALE,58,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,other,61499
7le82h9mmn,01/31/2014,FEMALE,35,facebook,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF,610625
7leo05h51f,01/13/2014,MALE,43,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,200625
7ll06pwafx,01/28/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF,3502598
7lnj4a40aa,01/29/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,US,663090
7lo9irnnzm,01/29/2014,-unknown-,36.5,basic,en,direct,direct,untracked,iOS,Windows Desktop,Firefox,NDF,1297000
7lumqcxeq8,01/29/2014,MALE,31,facebook,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF,835916
7ly0rql95q,01/09/2014,FEMALE,25,facebook,en,content,google,omg,Web,Mac Desktop,Safari,NDF,132675
7m3fwpzxcj,02/04/2014,MALE,27,facebook,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,ES,4375637
7m8c4qug01,01/06/2014,FEMALE,28,facebook,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF,
7m9ctoj7vh,01/29/2014,FEMALE,39,basic,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,173787
7mb2v6pqkq,01/23/2014,MALE,27,facebook,en,api,other,untracked,iOS,iPad,Mobile Safari,NDF,510
7mdd4osq01,01/09/2014,FEMALE,30,basic,en,seo,facebook,omg,Web,Mac Desktop,Chrome,US,356015
7mj4jqp6h1,01/07/2014,-unknown-,36.5,basic,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,NDF,1796822
7mj4u7e4ey,02/05/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Moweb,Windows Desktop,Firefox,NDF,276472
7mkk2xxg3b,01/30/2014,FEMALE,58,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR,1828248
7mn280hzn9,01/12/2014,FEMALE,54,basic,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,5163858
7mtojwxvl8,01/15/2014,MALE,36,facebook,de,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,69008
7n05xh00d4,02/16/2014,MALE,34,facebook,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF,411532
7n0usuldxz,02/11/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,3791331
7n0xhjz0oa,02/12/2014,FEMALE,40,facebook,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,108698
7n123kvrp9,02/09/2014,MALE,64,basic,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,GB,5395059
7n6453smm4,02/10/2014,MALE,34,facebook,en,api,other,product,iOS,iPhone,Mobile Safari,US,203
7n6phlc9v3,01/13/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF,2345470
7n6smcr34n,02/13/2014,MALE,63,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,other,709266
7n8bg5rl80,01/06/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,2467333
7n8hw5kd6z,01/16/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF,369000
7n8iw23xlx,02/14/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,396190
7n9mnkhuc1,02/10/2014,FEMALE,31,basic,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,747369
7ncl3rdx0o,01/26/2014,FEMALE,22,basic,en,content,google,omg,Web,Mac Desktop,Safari,NDF,143280
7nhb78swl5,02/10/2014,MALE,25,facebook,en,api,other,untracked,iOS,Mac Desktop,Chrome,NDF,415
7nhho031g2,01/30/2014,-unknown-,38,facebook,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,193327
7no8nzr2ye,02/06/2014,FEMALE,54,facebook,en,content,google,omg,Web,Windows Desktop,Firefox,NDF,3682
7nqti4zhzu,02/15/2014,FEMALE,31,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,1331585
7nxqiz87iw,01/03/2014,FEMALE,29,facebook,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF,337669
7o3gw2bd5g,01/24/2014,MALE,32,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,4714300
7o9xyddzdf,01/08/2014,FEMALE,31,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,3200698
7obad82g52,02/11/2014,MALE,32,facebook,en,api,other,omg,iOS,iPad,Mobile Safari,NDF,178
7odu4687zo,01/25/2014,MALE,25,basic,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US,2152642
7or73ed98k,01/28/2014,FEMALE,36.5,basic,en,direct,direct,product,Web,Mac Desktop,Safari,NDF,1284948
7orgk9mw3k,02/15/2014,FEMALE,47,basic,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,7357415
7oybnhjnm6,02/12/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,1389327
7p1vz23918,01/27/2014,-unknown-,28,basic,en,sem-brand,google,linked,Web,iPad,Mobile Safari,NDF,1428379
7piw58jxv6,01/29/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,1812231
7plucrdwro,02/05/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,288547
7pn3i78mbw,01/23/2014,-unknown-,26,basic,en,seo,google,linked,Web,Mac Desktop,Chrome,other,8563646
7psyig7gg7,01/13/2014,-unknown-,34,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,US,1714271
7pzaell4ct,02/14/2014,-unknown-,36.5,basic,en,sem-brand,google,linked,Web,Mac Desktop,Safari,other,2073576
7q1guzuk1c,01/01/2014,-unknown-,36.5,basic,en,sem-non-brand,vast,omg,Web,Windows Desktop,IE,NDF,259118
7q1ocadz7y,01/13/2014,FEMALE,30,facebook,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,14024
7q56zmskc7,02/12/2014,MALE,21,facebook,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,285606
7q803s1ys9,01/28/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,1365768
7q9pzv2rr6,01/10/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF,94565
7qb388j5ce,01/26/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,IT,2496394
7qdefs7s6w,01/30/2014,FEMALE,51,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF,1261973
7qi6rxcsq6,02/06/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,170213
7qj70sdxk7,01/18/2014,-unknown-,36.5,basic,en,content,google,omg,Web,Windows Desktop,Chrome,NDF,873363
7qjmi6yppz,01/10/2014,-unknown-,36.5,basic,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF,1797443
7qkcyjsoy4,02/02/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,535286
7qpqh12huk,01/29/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Safari,NDF,2647099
7qshw6kz7z,01/23/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,270852
7qx67bmet3,01/17/2014,FEMALE,25,facebook,en,other,other,marketing,Web,Mac Desktop,Chrome,US,3717193
7qyzfil2yv,01/31/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,311686
7r1d8ebm4n,01/17/2014,MALE,37,basic,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF,1686973
7r6fsh2e5n,01/09/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,627958
7r8i627ojf,01/07/2014,FEMALE,37,facebook,en,seo,facebook,linked,Web,Mac Desktop,Chrome,US,1962309
7r8ryvytui,01/10/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,845654
7raccpzjqt,01/19/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,68724
7rchbkd00w,02/11/2014,-unknown-,37,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,1408828
7rg0nkv9hw,02/12/2014,FEMALE,23,facebook,en,seo,facebook,linked,Web,Windows Desktop,Firefox,US,938635
7rhd43i4go,01/05/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,452441
7rvzivkbiz,01/08/2014,-unknown-,36.5,basic,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,NDF,507940
7rwrhrz3y4,01/28/2014,-unknown-,41,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,1095466
7rwtv2f0p4,01/12/2014,FEMALE,30,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,US,689
7rykcno2wa,01/16/2014,FEMALE,25,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,US,77363
7s08p5ljer,01/09/2014,MALE,46,basic,en,direct,direct,untracked,Moweb,iPhone,-unknown-,other,243241
7s3l7po9x7,02/11/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,32476
7s4o7ksnw4,02/15/2014,MALE,35,basic,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US,4562232
7s50g9m6j7,02/08/2014,FEMALE,44,basic,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,1939804
7s5yhmyxmj,01/01/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,203219
7s89y5574u,02/01/2014,-unknown-,36.5,basic,en,content,google,omg,Web,Mac Desktop,Safari,NDF,203123
7sfngeryg9,01/29/2014,MALE,35,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,NDF,602
7sihf976h7,02/06/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF,1002659
7slnnzhi30,01/17/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF,243604
7soqp9vk1d,02/02/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF,399789
7sup9skmrz,01/12/2014,-unknown-,36.5,basic,en,content,google,omg,Web,Windows Desktop,Chrome,NDF,27654
7svghyl5tq,02/11/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF,627992
7t92d6ihuk,01/12/2014,MALE,28,basic,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,5346911
7t9uaiavs6,01/07/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Android Tablet,IE,NDF,102696
7tevn5gkt5,01/20/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Windows Desktop,IE,NDF,941362
7tikowxiin,01/03/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,3735948
7tovhbt6hv,01/18/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,352503
7tp26axjbk,02/11/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,829977
7tr71qzjg0,02/03/2014,MALE,41,facebook,en,direct,direct,omg,Web,Mac Desktop,Safari,US,1522837
7tsum16lmc,01/22/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,42629
7tv6y2spk2,01/12/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF,2119213
7tvvmfnlyk,01/12/2014,MALE,39,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,373358
7tw0q16z2p,02/04/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,635026
7twf9zijjw,01/26/2014,MALE,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Firefox,FR,2601384
7u1wikcndv,01/31/2014,FEMALE,30,basic,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF,1248263
7u3erzn4ga,01/12/2014,FEMALE,58,facebook,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,NDF,636239
7u4vosi3ln,02/07/2014,FEMALE,36,facebook,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,3228696
7u7l1wq9r7,02/12/2014,FEMALE,34,facebook,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,1575091
7uclylqavx,02/14/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,IE,other,2549962
7ufmuiwq46,02/10/2014,-unknown-,30,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,21210
7ukyagdo3i,01/30/2014,MALE,32,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,1102080
7ul87asvir,01/31/2014,FEMALE,64,facebook,en,content,google,omg,Web,Windows Desktop,IE,NDF,103821
7ulw6nzhoh,01/03/2014,FEMALE,21,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,NDF,633
7uqdou13t3,01/17/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF,610590
7uskewh4i5,02/03/2014,FEMALE,23,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,ES,106071
7utsnbhbw3,02/11/2014,MALE,36,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,1950000
7uu5lfdxak,02/03/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF,1467961
7uv1r9gicf,02/14/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,52584
7vap418oz4,01/29/2014,MALE,24,facebook,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF,3406511
7vb7kvc4h1,02/01/2014,MALE,42,facebook,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,592718
7vba3hq1l8,01/05/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,48287
7vglshtzuk,01/22/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Moweb,iPad,Mobile Safari,NDF,1601345
7vhaf1c2r1,01/31/2014,MALE,30,facebook,en,api,other,untracked,iOS,iPhone,-unknown-,NDF,256069
7vnqov0azs,02/08/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF,1558170
7vp4fio0wd,01/31/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,1954430
7vp7vuy4rg,02/03/2014,FEMALE,32,facebook,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,885516
7vxli6y9v5,02/16/2014,-unknown-,36.5,basic,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,692
7w22nkgwg6,01/30/2014,-unknown-,36.5,basic,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,136067
7wd57ab2kq,01/18/2014,-unknown-,36.5,basic,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,1056180
7wh957qw6v,02/14/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,728274
7wn7bqksed,02/04/2014,MALE,30,facebook,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,541552
7wqintjbqu,01/24/2014,MALE,36,facebook,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF,4084483
7wt9xo3tqo,02/03/2014,MALE,35,facebook,fr,api,other,untracked,iOS,iPhone,-unknown-,NDF,296862
7x0fz8qjcp,01/27/2014,FEMALE,30,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,35720
7x1u659zss,01/12/2014,FEMALE,30,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF,1402960
7x3abuy25n,01/28/2014,MALE,52,basic,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,3245981
7x5z4nslxl,01/30/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,1720511
7x67ydobxj,02/04/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Windows Desktop,IE,NDF,1454847
7xj5vz5xxe,01/07/2014,FEMALE,39,facebook,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF,23758
7xkimw0o81,01/07/2014,-unknown-,36.5,basic,en,sem-non-brand,vast,omg,Web,Windows Desktop,Firefox,NDF,3139676
7xmw50u2dw,01/31/2014,FEMALE,60,facebook,en,sem-brand,google,omg,Web,iPad,Mobile Safari,NDF,3698
7xo95w9lwo,01/31/2014,FEMALE,25,basic,en,direct,direct,linked,Web,Mac Desktop,Safari,US,1586876
7xti52bg09,01/04/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF,1521697
7xzg3pom5a,01/16/2014,MALE,41,facebook,en,direct,direct,linked,Web,Mac Desktop,Safari,US,283732
7y2zjvteap,02/07/2014,-unknown-,36.5,basic,en,remarketing,google,omg,Web,Mac Desktop,Safari,NDF,2911706
7y4nuk8fln,01/17/2014,FEMALE,68,basic,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,681349
7y5dgxdnms,02/12/2014,FEMALE,35,facebook,ko,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,112947
7y6m1j0hg7,01/17/2014,FEMALE,54,basic,en,direct,direct,linked,Web,iPad,Mobile Safari,other,1797268
7y8f7385hi,02/14/2014,FEMALE,35,facebook,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,8905065
7y8vqyjwow,01/23/2014,-unknown-,36.5,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,484583
7ycfruy99n,01/11/2014,-unknown-,40,basic,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,512558
7yhmwneo94,01/21/2014,-unknown-,36.5,basic,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,NDF,3017777
7yj1e1peek,01/14/2014,-unknown-,36.5,basic,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,97959
